,company_name,company_js_url,company_rating,five_star_rating,four_star_rating,three_star_rating,two_star_rating,one_star_rating,salary_rate,recommendation_rate,company_address,company_website,company_employee_num,company_benefit,company_dress_code,company_language,company_work_hours
3833,KTA Tenaga Sdn Bhd,https://www.jobstreet.com.my/en/companies/445677-kta-tenaga,3.6111,8,2,4,1,3,83%,72%,"21 Jalan PJU 1/41, Dataran Prima, 47301 Petaling Jaya, Selangor, Malaysia",No Info,201 - 500 Employees,"Medical, Miscellaneous allowance, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3834,WZS BinaRaya Sdn Bhd,https://www.jobstreet.com.my/en/companies/452818-wzs-binaraya,3.8333,6,6,4,1,1,88%,66%,"No. 28-3 Jalan PJU 5/17, Kota Damansara, 47810 Petaling Jaya, Selangor, Malaysia",wzskenkeong.com,201 - 500 Employees,"Medical, Dental",Business (e.g. Shirts),English,"Office: Regular hours, Mondays - Fridays / Site: Regular hour, Mondays-Saturdays"
3835,FEC Cables (M) Sdn Bhd,https://www.jobstreet.com.my/en/companies/610524-fec-cables-m,3.4444,6,5,2,1,4,83%,77%,No Info,fec.com.my,51 - 200 Employees,No Info,No Info,No Info,No Info
3836,GuestServ (Malaysia) Sdn Bhd,https://www.jobstreet.com.my/en/companies/443600-guestserv-malaysia,4.0,11,2,2,0,3,88%,72%,"Menara Uncang Emas, Jalan Loke Yew, Taman Miharja, 55200 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",guestserv.com,1 - 50 Employees,"Medical, Miscellaneous allowance, Parking, Bonus, Insurance, Sosco,EPF",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
3837,HLB Ler Lum (Audit),https://www.jobstreet.com.my/en/companies/450921-hlb-ler-lum-audit,2.3333,1,3,4,3,7,77%,27%,"B7-7, Megan Avenue II, 12 Jalan Yap Kwan Seng, 50450 Kuala Lumpur",No Info,51 - 200 Employees,"Medical, Education support, Dental, Optical, Birthday leave, Professional membership incentive",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
3838,Corus Hotel Kuala Lumpur,https://www.jobstreet.com.my/en/companies/444440-corus-hotel-kuala-lumpur,3.7222,8,4,2,1,3,83%,61%,Corus Hotel Kuala Lumpur Jalan Ampang Kuala Lumpur Federal Territory of Kuala Lumpur Malaysia,corushotelkl.com,201 - 500 Employees,"Medical, Miscellaneous allowance, Parking, Staff Meals",Uniform and Business Attire,English,Mondays - Saturdays (Alternate)
3839,Jabatan Akauntan Negara,https://www.jobstreet.com.my/en/companies/1254449-jabatan-akauntan-negara,4.3889,10,7,0,0,1,88%,88%,No Info,No Info,Not Specified,No Info,No Info,No Info,No Info
3840,Art of Submission Sdn Bhd,https://www.jobstreet.com.my/en/companies/439883-art-of-submission,4.6667,13,4,1,0,0,83%,88%,"Jalan Pontian Lama, 81100 Johor Bahru, Johor, Malaysia",pulaisprings.com,201 - 500 Employees,"Medical, Miscellaneous allowance",Formal (e.g. Shirts + Ties),English,Long hours
3841,AMCEN LAB SDN BHD,https://www.jobstreet.com.my/en/companies/657656-amcen-lab,4.3889,12,3,1,2,0,88%,88%,"No.18, Lorong talang 9",amcen.com.my,1 - 50 Employees,"Medical, Mileage Claim & travelling allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3842,Fumakilla Malaysia Berhad,https://www.jobstreet.com.my/en/companies/439613-fumakilla-malaysia-berhad,3.5,6,5,2,2,3,72%,61%,"Plot No. 256, Tingkat Perusahaan 5, Kawasan Perindustrian Perai 2, 13600 Perai, Pulau Pinang.",No Info,201 - 500 Employees,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3843,Owi Lab (M) Sdn Bhd,https://www.jobstreet.com.my/en/companies/621892-owi-lab-m,3.3889,8,1,2,4,3,83%,38%,"33, Jalan Selat Selatan 7/KS 5, Taman Perindustrian Sobena Jaya, 42000 Pelabuhan Klang",No Info,51 - 200 Employees,"Medical, Company Trips,Vehicle Maintenance Allowances, Attendance Allowances,Annual Bonus",Uniform Provided,English,"Regular hours, Mondays - Fridays"
3844,PKL Industries Sdn Bhd,https://www.jobstreet.com.my/en/companies/472982-pkl-industries,1.1667,0,1,0,0,17,61%,5%,PKL Industries Sdn. Bhd Malaysia,No Info,51 - 200 Employees,Medical,Business (e.g. Shirts),English,* Refer to Job Description
3845,SURIA COMPONENT MANUFACTURING (M) SDN BHD,https://www.jobstreet.com.my/en/companies/642602-suria-component-manufacturing-m,4.0556,6,8,3,1,0,77%,83%,"Shah Alam, Selangor, Malaysia",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance, Education support, Uniform, Hostel, EPF, Socso",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3846,Norman Process Oils Malaysia Plant Sdn Bhd,https://www.jobstreet.com.my/en/companies/656509-norman-process-oils-malaysia-plant,3.5,8,2,3,1,4,83%,44%,Menara Zurich Jalan Dato Abdullah Tahir Johor Bahru Johor Malaysia,orgkhim.com,51 - 200 Employees,No Info,Business (e.g. Shirts),English and Bahasa Malaysia,Mon-Fri 9am - 6pm
3847,METHODIST COLLEGE KUALA LUMPUR,https://www.jobstreet.com.my/en/companies/467088-methodist-college-kuala-lumpur,3.6667,4,7,5,1,1,61%,72%,"Methodist College Kuala Lumpur, Off Jalan Tun Sambanthan 4, Brickfields, 50470 Kuala Lumpur.",mckl.edu.my,51 - 200 Employees,"Medical, Miscellaneous allowance, Dental, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3848,Motorola Soloutions,https://www.jobstreet.com.my/en/companies/816948-motorola-soloutions,4.5,12,4,1,1,0,83%,83%,USA,No Info,201 - 500 Employees,No Info,No Info,No Info,No Info
3849,Jaya One Management Sdn Bhd,https://www.jobstreet.com.my/en/companies/445098-jaya-one-management,2.8333,4,2,4,3,5,66%,33%,"33-7, Block C, Jaya One, No 72A Jalan Universiti, 46200 Petaling Jaya",jayaone.com.my,51 - 200 Employees,"group commission upon KPI met , Medical, Miscellaneous allowance, Parking",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
3850,Cosmo Goodness Malaysia Sdn Bhd,https://www.jobstreet.com.my/en/companies/459085-cosmo-goodness-malaysia,3.0556,4,4,3,3,4,94%,50%,"Unit L05-01, Level 5, Wisma Kemajuan, No.2 Jalan 19/1B, 46300 Petaling Jaya, Selangor",cosmogoodness.com,1 - 50 Employees,"Medical, Miscellaneous allowance",Casual (e.g. T-shirts),English,Saturdays/Shift required
3851,Jaya One Management Sdn Bhd,https://www.jobstreet.com.my/en/companies/445098-jaya-one-management,2.8333,4,2,4,3,5,66%,33%,"33-7, Block C, Jaya One, No 72A Jalan Universiti, 46200 Petaling Jaya",jayaone.com.my,51 - 200 Employees,"group commission upon KPI met , Medical, Miscellaneous allowance, Parking",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
3852,Cosmo Goodness Malaysia Sdn Bhd,https://www.jobstreet.com.my/en/companies/459085-cosmo-goodness-malaysia,3.0556,4,4,3,3,4,94%,50%,"Unit L05-01, Level 5, Wisma Kemajuan, No.2 Jalan 19/1B, 46300 Petaling Jaya, Selangor",cosmogoodness.com,1 - 50 Employees,"Medical, Miscellaneous allowance",Casual (e.g. T-shirts),English,Saturdays/Shift required
3853,The Westin Desaru Coast Resort,https://www.jobstreet.com.my/en/companies/1232023-the-westin-desaru-coast-resort,4.5,12,4,1,1,0,94%,83%,No Info,No Info,Not Specified,No Info,No Info,No Info,No Info
3854,Art of Submission Sdn Bhd,https://www.jobstreet.com.my/en/companies/439883-art-of-submission,4.6667,13,4,1,0,0,83%,88%,"Jalan Pontian Lama, 81100 Johor Bahru, Johor, Malaysia",pulaisprings.com,201 - 500 Employees,"Medical, Miscellaneous allowance",Formal (e.g. Shirts + Ties),English,Long hours
3855,Mawar Medical Centre,https://www.jobstreet.com.my/en/companies/452433-mawar-medical-centre,4.3889,11,5,1,0,1,100%,88%,"No 71, Jalan Rasah, 70300 Seremban, Negeri Sembilan, Malaysia",No Info,201 - 500 Employees,"Parking, Medical & Dental, Overtime, Staff Insurance, Uniform",Formal (e.g. Shirts + Ties),English,Not Specified
3856,Pembinaan Jaya Zira Sdn Bhd,https://www.jobstreet.com.my/en/companies/449872-pembinaan-jaya-zira,3.2222,5,2,5,4,2,61%,55%,No.14 Jalan Sulaiman Satu Taman Putra Sulaiman  68000 Ampang,pjzsb.com,51 - 200 Employees,Medical,Business (e.g. Shirts),Malay,Site Office : Monday-  Saturday / HQ : Alternate Saturday
3857,Owi Lab (M) Sdn Bhd,https://www.jobstreet.com.my/en/companies/621892-owi-lab-m,3.3889,8,1,2,4,3,83%,38%,"33, Jalan Selat Selatan 7/KS 5, Taman Perindustrian Sobena Jaya, 42000 Pelabuhan Klang",No Info,51 - 200 Employees,"Medical, Company Trips,Vehicle Maintenance Allowances, Attendance Allowances,Annual Bonus",Uniform Provided,English,"Regular hours, Mondays - Fridays"
3858,Motorola Soloutions,https://www.jobstreet.com.my/en/companies/816948-motorola-soloutions,4.5,12,4,1,1,0,83%,83%,USA,No Info,201 - 500 Employees,No Info,No Info,No Info,No Info
3859,Shipco Transport Sdn Bhd,https://www.jobstreet.com.my/en/companies/444328-shipco-transport,3.0556,6,1,4,2,5,72%,44%,"A-5-2, South Tower, BBT One The Towers, Lebuh Batu Nilam 1, Bandar Bukit Tinggi, 41200 Klang, Selangor.",shipco.com,51 - 200 Employees,Insurance,Formal (e.g. Shirts + Ties),English,"Monday to Friday ( 8.30am to 6.00pm) , Saturday ( 8.30am to 12.00noon)"
3860,ILLEGEAR SDN BHD,https://www.jobstreet.com.my/en/companies/818384-illegear,2.9444,6,2,1,3,6,61%,44%,"G-3 & G-3A, Oval Damansara, Jalan Damansara, Taman Tun Dr Ismail 60000 Kuala Lumpur",illegear.com,1 - 50 Employees,"Medical, Miscellaneous allowance, Parking, Vision",Casual (e.g. T-shirts),English,Saturdays/Shift required
3861,i.Star Ideas Factory Sdn Bhd,https://www.jobstreet.com.my/en/companies/457544-istar-ideas-factory,3.8889,11,2,1,0,4,83%,72%,"Menara Star, Jalan 16/11 Pusat Perdagangan Phileo Damansara Petaling Jaya Selangor Malaysia",Blog,1 - 50 Employees,"Medical, Miscellaneous allowance, Parking",Casual (e.g. T-shirts),English,"Regular hours, Mondays - Fridays"
3862,Etiqa Insurance & Takaful,https://www.jobstreet.com.my/en/companies/1219647-etiqa-insurance-n-takaful,4.3889,10,4,2,1,0,88%,72%,No Info,No Info,Not Specified,No Info,No Info,No Info,No Info
3863,SYNZTEC (MALAYSIA) SDN BHD,https://www.jobstreet.com.my/en/companies/442330-synztec-malaysia,3.6111,7,4,3,1,3,72%,61%,"Lot 5, Jalan Lada Sulah 16/11, Section 16, 40200 Shah Alam, Selangor D.E.",synztec.co.jp,201 - 500 Employees,"Medical, Miscellaneous allowance, Parking, meal subsidy",Uniform,"English, Bahasa Malaysia, Japanese","Regular hours, Mondays - Fridays"
3864,Holiday Tours & Travel Sdn Bhd,https://www.jobstreet.com.my/en/companies/1010440-holiday-tours-n-travel,4.5556,11,6,1,0,0,100%,94%,No Info,holidaytours.com.my,1 - 50 Employees,"Dental, Exercise & Workout Class, Medical",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3865,Handal Energy Berhad,https://www.jobstreet.com.my/en/companies/630853-handal-energy-berhad,2.3333,3,1,3,3,8,72%,27%,-,handalresources.com.my,201 - 500 Employees,"Medical, Miscellaneous allowance",Casual Smart - Jacket and Uniform,English,"Regular hours, Mondays - Fridays"
3866,Dufry HWG Shopping Sdn. Bhd.,https://www.jobstreet.com.my/en/companies/1019620-dufry-hwg-shopping,2.9444,6,0,4,3,5,83%,33%,"No. 35, Jalan Maharajalela, Mezzanine Floor, Wisma Ho Wah Genting,  50105 Kuala Lumpur.",dufry.com,51 - 200 Employees,"Medical, Staff Purchase",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3867,vimigo,https://www.jobstreet.com.my/en/companies/1251923-vimigo,3.7778,8,4,2,2,2,88%,61%,"No.16, Jalan 5/91, Taman Shamelin Perkasa, 56100 Kuala Lumpur, Wilayah Persekutuan Kuala Lumpur",No Info,51 - 200 Employees,"Miscellaneous allowance, Parking, Free Flow Pantry, Holiday & Health Incentive, Flexible Working Space",Smart-casual,"English, Mandarin","Regular hours, Mondays - Fridays"
3868,PESTECH Technology Sdn Bhd,https://www.jobstreet.com.my/en/companies/657003-pestech-technology,4.2222,6,10,2,0,0,83%,94%,"Unit E-08-07, Block E, Oasis Square, No2A, Jalan PJU 1A/7A, Ara Damansara, 47301",pestech-technology.com,51 - 200 Employees,"Medical, Parking",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
3869,FFJMP SDN. BHD.,https://www.jobstreet.com.my/en/companies/452589-ffjmp,3.0556,4,6,0,3,5,72%,61%,"E-10-12, BLOK E, PUSAT PERDAGANGAN PHILEO DAMANSARA 1, NO 9 JALAN 16/11, OFF JALAN DAMANSARA, 46350 PETALING JAYA, SELANGOR",No Info,1 - 50 Employees,Medical,Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3870,KUMPULAN FIMA BERHAD,https://www.jobstreet.com.my/en/companies/449713-kumpulan-fima-berhad,4.0556,7,8,1,1,1,77%,77%,"45 Jalan Medan Setia 1, Bukit Damansara, 50490 Kuala Lumpur, Federal Territory of Kuala Lumpur, Malaysia",fima.com.my,2001 - 5000 Employees,"Medical, Miscellaneous allowance",Business/Formal,Malay,"Regular hours, Mondays - Fridays"
3871,EMART (BATU KAWA) SDN BHD,https://www.jobstreet.com.my/en/companies/1260106-emart-batu-kawa,4.6111,14,3,0,0,1,94%,72%,No Info,No Info,Not Specified,No Info,No Info,No Info,No Info
3872,Crown Equipment Sdn. Bhd.,https://www.jobstreet.com.my/en/companies/441262-crown-equipment,3.3889,3,8,3,1,3,61%,50%,"No.9, Persiaran Pasak Bumi, Seksyen U8, Bukit Jelutong, 40150 Shah Alam, Selangor",crown.com,501 - 1000 Employees,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3873,Armstrong Auto Parts Sdn Bhd,https://www.jobstreet.com.my/en/companies/439642-armstrong-auto-parts,3.0556,4,4,4,1,5,72%,55%,"4449, Jalan Permatang Pauh, Mak Mandin 13400 Butterworth, Penang",armstrong-auto.com,501 - 1000 Employees,"Medical, Parking, Free Medical, Travel Allowances, Insurance, Yearly Bonus and many more.",Uniforms,English proficiency is a must and Malay,"Regular hours, Mondays - Fridays"
3874,FFM Marketing Sdn Bhd(180433-A),https://www.jobstreet.com.my/en/companies/452002-ffm-marketing-180433-a,4.3889,8,9,1,0,0,88%,83%,"PT 45125, Batu 15 1/2 Sg. Pelong, 47000 Sg. Buloh, Selangor",ffmb.com.my,501 - 1000 Employees,"Medical, Miscellaneous allowance, Loans, Sports (e.g. Gym), Parking",Business (e.g. Shirts),English,Monday - Friday
3875,L & Co PLT,https://www.jobstreet.com.my/en/companies/472687-l-n-co-plt,4.2778,13,2,0,1,2,88%,88%,No Info,liew.my,51 - 200 Employees,"Miscellaneous allowance, Education support, Sports (e.g. Gym), Parking, Company Trip",Business (e.g. Shirts),Mandarin,"Regular hours, Mondays - Fridays"
3876,IIUM Holdings Sdn Bhd,https://www.jobstreet.com.my/en/companies/444067-iium-holdings,3.9444,8,5,3,0,2,88%,66%,"International Islamic University Malaysia Kuala Lumpur, Gombak, Selangor Malaysia",iiumholdings.com.my,1 - 50 Employees,"Medical, Dental",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3877,Euromobil Sdn Bhd,https://www.jobstreet.com.my/en/companies/443116-euromobil,3.7778,8,5,1,1,3,88%,72%,Euromobil Sdn. Bhd. Jalan Pelukis U1/46 Shah Alam Malaysia,No Info,51 - 200 Employees,"Dental, Medical, Miscellaneous allowance",Casual (e.g. T-shirts),English,Saturdays/Shift required
3878,Tan Bock Kwee And Sons Sdn Bhd,https://www.jobstreet.com.my/en/companies/472492-tan-bock-kwee-and-sons,3.1111,3,6,4,0,5,72%,55%,Lot 333 Jalan Seremban Kampung Paya Port Dickson Negeri Sembilan Malaysia,No Info,201 - 500 Employees,"EPF & Socso, Medical, Miscellaneous allowance",Industrial PPE Standard,English,Long hours
3879,KIM HAN HOLDINGS SDN BHD,https://www.jobstreet.com.my/en/companies/465642-kim-han-holdings,3.0556,8,1,0,2,7,77%,55%,"No. 16 Jalan 13/33B Kepong Baru, Kepong 52000 Kuala Lumpur",No Info,1 - 50 Employees,"Medical, Miscellaneous allowance",Business (e.g. Shirts),"English,Bahasa Malaysia & Chinese","Regular hours, Mondays - Fridays"
3880,Setia Haruman Sdn Bhd,https://www.jobstreet.com.my/en/companies/441315-setia-haruman,3.4444,6,2,7,0,3,94%,61%,"The Lodge, Persiaran Multimedia, Cyber 7, 63000 Cyberjaya",No Info,1 - 50 Employees,"Medical, Dental, Insurance",Business (e.g. Shirts),English and Bahasa Malaysia,"Regular hours, Mondays - Fridays"
3881,KUMPULAN NAGA,https://www.jobstreet.com.my/en/companies/1272452-kumpulan-naga,4.3333,13,2,1,0,2,94%,88%,N0 122 JALAN THAMBY ABDULLAH OFF JALAN TUN SAMBANTHAN BRICKFIELDS,kumpulannaga.com,1 - 50 Employees,"Education support, Vision, annual leave",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3882,Opcom Cables Sdn Bhd,https://www.jobstreet.com.my/en/companies/610782-opcom-cables,2.7778,5,0,5,2,6,66%,33%,"Jalan Utas 15/7, Seksyen 15, 40200 Shah Alam, Selangor, Malaysia",No Info,51 - 200 Employees,"Medical, Parking",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3883,Asian Business Software Solutions (ABSS),https://www.jobstreet.com.my/en/companies/985354-asian-business-software-solutions-abss,4.0556,10,4,1,1,2,83%,66%,No Info,abssasia.com,51 - 200 Employees,No Info,No Info,No Info,No Info
3884,The Everly Group Sdn Bhd,https://www.jobstreet.com.my/en/companies/451184-the-everly-group,4.0,11,1,3,1,2,72%,77%,"No. 1109 Block B, Pusat Dagangan Phileo Damansrara 1, No.9 Jalan 16/11, Off Jalan Damansara, 46350 Petaling Jaya, Selangor",teg-hotels.com,1 - 50 Employees,"Medical, Personal Accident insurance coverage, laptop/i phone/i pad loans",Business and Formal (if required),English,Saturdays/Shift required
3885,K.W. ONG & PARTNERS,https://www.jobstreet.com.my/en/companies/1273923-kw-ong-n-partners,3.6111,11,1,0,0,6,72%,66%,No Info,No Info,1 - 50 Employees,"EPF, SOCSO, Medical allowance, on the job training and miscellaneous allowance",Formal (e.g. Shirts + Ties),English and Bahasa Malaysia,Monday to Friday (9AM-6PM)
3886,Islamic Arts Museum Malaysia,https://www.jobstreet.com.my/en/companies/440791-islamic-arts-museum-malaysia,2.7222,4,1,4,4,5,44%,33%,"Jalan Lembah Perdana, 50480 Kuala Lumpur",No Info,51 - 200 Employees,"Medical, Parking",Formal (e.g. Shirts + Ties),Malay,9.00am to 6.00pm
3887,Childhood Basic Marketing Sdn Bhd,https://www.jobstreet.com.my/en/companies/446928-childhood-basic-marketing,1.5,2,0,0,1,15,66%,11%,"ML 16 INDUSTRIAL PARK, 43300 SERI KEMBANGAN, SELANGOR",No Info,1 - 50 Employees,"Medical, Dental",Business (e.g. Shirts),English & Chinese,"Regular hours, Mondays - Fridays"
3888,MIMS Medica Sdn Bhd,https://www.jobstreet.com.my/en/companies/445177-mims-medica,3.2222,4,3,5,5,1,88%,50%,2nd Floor West Wing Quattro West No.4 Lorong Persiaran Barat 46200 Petaling Jaya Selangor Malaysia,mims.com,51 - 200 Employees,"Medical, Dental",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3889,FPT Software Malaysia Sdn. Bhd.,https://www.jobstreet.com.my/en/companies/632152-fpt-software-malaysia,3.7778,8,5,1,1,3,88%,77%,"Suite 9.06 Level 9, The Gardens North Tower, Mid Valley City, Lingkaran Syed Putra, 59200 Kuala Lumpur",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance",Business (e.g. Shirts),English,"Regular hours, Mondays - Fridays"
3890,PTS Media Group Sdn Bhd,https://www.jobstreet.com.my/en/companies/629920-pts-media-group,4.6667,12,6,0,0,0,83%,100%,"No 12, Jalan DBP, Dolomite Business Park, 68100, Batu Caves, Selangor",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance, Loans, Dental, Vision",Casual (e.g. T-shirts),Malay,"Regular hours, Mondays - Fridays"
3891,MARINA PUTRAJAYA SDN. BHD. (MPSB),https://www.jobstreet.com.my/en/companies/466967-marina-putrajaya-mpsb,4.0,9,5,1,1,2,94%,83%,"No 1, Jalan P5/5, Presint 5, 62200 Putrajaya, Wilayah Persekutuan, Putrajaya",No Info,51 - 200 Employees,"Dental, Medical Insurance, Telephone & Milage allowance, Free Parking, Bonus",Office Attire,Malay,"Regular hours, Mondays - Fridays"
3892,Rainbow Paper Supplies Sdn Bhd,https://www.jobstreet.com.my/en/companies/455149-rainbow-paper-supplies,3.3333,6,4,3,0,5,77%,55%,"Jalan TPP 6/8, Taman Perindustrian Puchong, 47100 Puchong, Selangor, Malaysia",No Info,51 - 200 Employees,"Medical, Miscellaneous allowance, Education support, Loans, Parking, Performance Bonus / PA Insurance / Company Trip / Family Day",Casual + Business,Chinese/Malay/English,Saturday 1/2day
3893,METRO TRAVEL & TOURS SERVICE SDN BHD,https://www.jobstreet.com.my/en/companies/447953-metro-travel-n-tours-service,4.1111,10,4,2,0,2,100%,83%,"7-2 WISMA YAT, DESA MENTARI COMMERCIAL CENTRE, JALAN PJS 6/6A, DESA MENTARI, 46150 PETALING JAYA",metrolimo.com.my,51 - 200 Employees,"Miscellaneous allowance, Meal (some counters)",Formal (e.g. Shirts + Ties),English,Not Specified
3894,AIC Semiconductor Sdn Bhd,https://www.jobstreet.com.my/en/companies/439422-aic-semiconductor,3.5556,4,7,3,3,1,88%,44%,"Jalan Hi-tech 4, Kulim Hi-tech Park, 09000 Kulim, Kedah, Malaysia",No Info,501 - 1000 Employees,"Medical, Miscellaneous allowance, Dental, Parking",Formal (e.g. Shirts + Ties),English,"Regular hours, Mondays - Fridays"
